lon,lat,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
78.48267397,38.02937121,8940550,,108,W,SOUTH,ST, ,W SOUTH ST,201,108 W SOUTH ST #201,105824
-78.48267397,38.02937121,8940551,,108,W,SOUTH,ST, ,W SOUTH ST,202,108 W SOUTH ST #202,105825
-78.48129116,38.030041,8940552,,111,E,WATER,ST, ,E WATER ST,,111 E WATER ST,87947
-78.48267397,38.02937121,8940553,,108,W,SOUTH,ST, ,W SOUTH ST,203,108 W SOUTH ST #203,105826
-78.49195776,38.03826536,8940554,,416, ,10TH,ST,NW,10TH ST NW,,416 10TH ST NW,87993
-78.4578649,38.03978669,8940555,,1226, ,SMITH,ST, ,SMITH ST,H,1226 SMITH ST #H,88038
-78.46364158,38.03255451,8940556,,1431,E,HIGH,ST, ,E HIGH ST,,1431 E HIGH ST,88075
-78.47901573,38.02238969,8940557,,721, ,BLENHEIM,AVE, ,BLENHEIM AVE,,721 BLENHEIM AVE,88120
-78.50872874,38.02837603,8940558,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,306,1800 JEFFERSON PARK AVE #306,88158
-78.51888156,38.02505047,8940559,,109, ,PIEDMONT,AVE,S,PIEDMONT AVE S,,109 PIEDMONT AVE S,88211
-78.49399983,38.02996975,8940560,,814, ,NALLE,ST, ,NALLE ST,A,814 NALLE ST #A,88308
-78.49276564,38.0413717,8940561,,1025, ,PRESTON,AVE, ,PRESTON AVE,B,1025 PRESTON AVE #B,88452
-78.4676634,38.01936664,8940562,,1410, ,VINE,ST, ,VINE ST,B,1410 VINE ST #B,88542
-78.47966398,38.03210718,8940563,,217,E,JEFFERSON,ST, ,E JEFFERSON ST,,217 E JEFFERSON ST,88623
-78.47858728,38.03050964,8940564,,408,E,MARKET,ST, ,E MARKET ST,205B,408 E MARKET ST #205B,88722
-78.48670737,38.06065842,8940565,,2111, ,MICHIE,DR, ,MICHIE DR,69,2111 MICHIE DR #69,88820
-78.49732358,38.03997267,8940566,,512, ,15TH,ST,NW,15TH ST NW,2,512 15TH ST NW #2,88910
-78.47221726,38.03904823,8940567,,608, ,LYONS,AVE, ,LYONS AVE,,608 LYONS AVE,89007
-78.50278612,38.03092075,8940568,,428, ,MONROE,LN, ,MONROE LN,207,428 MONROE LN #207,89072
-78.47852796,38.03094815,8940569,,401,E,MARKET,ST, ,5TH ST NE,200,401 E MARKET ST #200,89182
-78.50069176,38.0458629,8940570,,1845, ,FENDALL,AVE, ,FENDALL AVE,,1845 FENDALL AVE,89272
-78.47578311,38.02470852,8940571,,816, ,HINTON,AVE, ,HINTON AVE,,816 HINTON AVE,89355
-78.48262363,38.02853059,8940572,,126, ,GARRETT,ST, ,GARRETT ST,K,126 GARRETT ST #K,89408
-78.47059132,38.0341783,8940573,,608, ,ST CHARLES,AVE, ,ST CHARLES AVE,B,608 ST CHARLES AVE #B,89507
-78.48211606,38.03045496,8940574,,107,W,WATER,ST, ,W WATER ST,12,107 W WATER ST #12,89604
-78.45971312,38.04563091,8940575,,107, ,LOCUST LANE,CT, ,LOCUST LANE CT,,107 LOCUST LANE CT,89700
-78.48231107,38.03398439,8940576,,404, ,ALTAMONT,ST, ,ALTAMONT ST,,404 ALTAMONT ST,89789
-78.48547049,38.03396471,8940577,,401,,4TH,ST,NW,4TH ST NW,314,401 4TH ST NW #314,89839
-78.45993354,38.03727808,8940578,,912, ,COLEMAN,ST, ,COLEMAN ST,,912 COLEMAN ST,89892
-78.46835053,38.02927425,8940579,,311, ,12TH,ST,NE,12TH ST NE,,311 12TH ST NE,89930
-78.47220015,38.01449992,8940580,,1806, ,EASTVIEW,ST, ,EASTVIEW ST,A,1806 EASTVIEW ST #A,89968
-78.48012164,38.03055752,8940581,,221,E,MAIN,ST, ,E MAIN ST,,221 E MAIN ST,90022
-78.50463301,38.02032808,8940582,,1612, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1612 TRAILRIDGE RD,90060
-78.46632285,38.04269086,8940583,,700, ,NORTH,AVE, ,NORTH AVE,,700 NORTH AVE,90113
-78.46418209,38.02861858,8940584,,423, ,FAIRWAY,AVE, ,FAIRWAY AVE,,423 FAIRWAY AVE,90166
-78.51515332,38.02219449,8940585,,2417, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,B,2417 JEFFERSON PARK AVE #B,90220
-78.49362063,38.04422101,8940586,,933, ,HEMLOCK,LN, ,HEMLOCK LN,,933 HEMLOCK LN,90273
-78.50410801,38.03119905,8940587,,415, ,BRANDON,AVE, ,BRANDON AVE,1,415 BRANDON AVE #1,90348
-78.51113958,38.02733353,8940588,,1900, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,8,1900 JEFFERSON PARK AVE #8,90448
-78.47827019,38.04077246,8940589,,1728, ,ALLIED,ST, ,ALLIED ST,2,1728 ALLIED ST #2,90528
-78.50640817,38.04976085,8940590,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,525,2101 ARLINGTON BLVD #525,90605
-78.50897432,38.02893592,8940591,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,36,1800 JEFFERSON PARK AVE #36,90702
-78.47555432,38.03204625,8940592,,415, ,7TH,ST,NE,8TH ST NE,,415 7TH ST NE,90762
-78.46945642,38.02214543,8940593,,1302,,CARLTON,AVE,,CARLTON AVE,B,1302 CARLTON AVE #B,90806
-78.48112248,38.02876613,8940594,,313, ,2ND,ST,SE,2ND ST SE,208,313 2ND ST SE #208,90857
-78.49409072,38.04244481,8940595,,820, ,CABELL,AVE, ,CABELL AVE,B,820 CABELL AVE #B,90909
-78.51374941,38.02607273,8940596,,2104, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,B,2104 JEFFERSON PARK AVE #B,90960
-78.50070827,38.04850747,8940597,,1870, ,FIELD,RD, ,FIELD RD,,1870 FIELD RD,91013
-78.46729667,38.03851431,8940598,,866, ,ST CHARLES,AVE, ,ST CHARLES AVE,,866 ST CHARLES AVE,91066
-78.50930164,38.02582072,8940599,,215, ,SHAMROCK,RD, ,SHAMROCK RD,A,215 SHAMROCK RD #A,91157
-78.48037311,38.03110326,8940600,,114, ,2ND,ST,NE,2ND ST NE,,114 2ND ST NE,91256
-78.47992502,38.03391599,8940601,,430,,1ST,ST,N,1ST ST N,,430 1ST ST N,105522
-78.50237385,38.05011264,8940602,,1000, ,EMMET,ST,N,EMMET ST N,,1000 EMMET ST N,105535
-78.50241302,38.0513721,8940603,,1037, ,EMMET,ST,N,EMMET ST N,,1037 EMMET ST N,105536
-78.50216351,38.05160228,8940604,,1107, ,EMMET,ST,N,EMMET ST N,D,1107 EMMET ST N #D,105537
-78.50204711,38.05170746,8940605,,1123, ,EMMET,ST,N,EMMET ST N,A,1123 EMMET ST N #A,105538
-78.50391881,38.05004355,8940606,,975, ,EMMET,ST,N,EMMET ST N,B,975 EMMET ST N #B,105539
-78.48982126,38.04805231,8940607,,1630, ,OXFORD,RD, ,OXFORD RD,,1630 OXFORD RD,97164
-78.49951524,38.0369816,8940608,,301,,15TH,ST,NW,15TH ST NW,2017,301 15TH ST NW #2017,97217
-78.48558846,38.05136062,8940609,,1625, ,GREENLEAF,LN, ,GREENLEAF LN,,1625 GREENLEAF LN,97271
-78.48958411,38.03264235,8940610,,212, ,CREAM,ST, ,CREAM ST,,212 CREAM ST,97369
-78.52002536,38.02288252,8940611,,211, ,STRIBLING,AVE, ,STRIBLING AVE,B,211 STRIBLING AVE #B,97450
-78.49951524,38.0369816,8940612,,301,,15TH,ST,NW,15TH ST NW,5021,301 15TH ST NW #5021,97518
-78.49281995,38.0444669,8940613,,1208, ,PRESTON,AVE, ,PRESTON AVE,,1208 PRESTON AVE,97571
-78.4747598,38.02486915,8940614,,228, ,DOUGLAS,AVE, ,DOUGLAS AVE,,228 DOUGLAS AVE,97625
-78.46536584,38.04272714,8940615,,810, ,NORTH,AVE, ,NORTH AVE,,810 NORTH AVE,97678
-78.49275255,38.01734479,8940616,,922, ,RAYMOND,RD, ,RAYMOND RD,,922 RAYMOND RD,97736
-78.49108813,38.01872957,8940617,,142, ,BAYLOR,LN, ,BAYLOR LN,,142 BAYLOR LN,97781
-78.47059655,38.01554968,8940618,,1007, ,LINDEN,AVE, ,LINDEN AVE,,1007 LINDEN AVE,97833
-78.50636237,38.0318188,8940619,,122, ,OAKHURST,CIR, ,OAKHURST CIR,4,122 OAKHURST CIR #4,97932
-78.47469331,38.0269668,8940620,,118, ,GOODMAN,ST, ,GOODMAN ST,,118 GOODMAN ST,98014
-78.51310008,38.0273529,8940621,,107, ,WASHINGTON,AVE, ,WASHINGTON AVE,A,107 WASHINGTON AVE #A,98113
-78.49705503,38.06311885,8940622,,2304, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,A,2304 NORTH BERKSHIRE RD #A,98204
-78.51099491,38.02820723,8940623,,1819, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,202,1819 JEFFERSON PARK AVE #202,98292
-78.48602025,38.06082325,8940624,,2111, ,MICHIE,DR, ,MICHIE DR,2,2111 MICHIE DR #2,98360
-78.48446381,38.03586962,8940625,,700, ,HARRIS,ST, ,HARRIS ST,201B,700 HARRIS ST #201B,98405
-78.49704024,38.04021978,8940626,,1410, ,GRADY,AVE, ,GRADY AVE,19,1410 GRADY AVE #19,98451
-78.47860176,38.02084508,8940627,,810, ,MONTROSE,AVE, ,MONTROSE AVE,,810 MONTROSE AVE,98504
-78.50162919,38.05150375,8940628,,1105, ,EMMET,ST,N,EMMET ST N,,1105 EMMET ST N,105540
-78.46371385,38.04695734,8940629,,622, ,ELIZABETH,AVE, ,ELIZABETH AVE,,622 ELIZABETH AVE,98550
-78.45849607,38.04260369,8940630,,1015, ,PEARTREE,LN, ,PEARTREE LN,,1015 PEARTREE LN,98604
-78.47952579,38.06012149,8940631,,1700, ,KING MOUNTAIN,RD, ,KING MOUNTAIN RD,,1700 KING MOUNTAIN RD,98656
-78.51041498,38.04255624,8940632,,2021, ,IVY,RD, ,IVY RD,B9,2021 IVY RD #B9,98709
-78.4840019,38.02393324,8940633,,971, ,2ND,ST,SE,ELLIOTT AVE,,971 2ND ST SE,98792
-78.51123353,38.02800811,8940634,,1821, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,5,1821 JEFFERSON PARK AVE #5,98890
-78.47716922,38.02260427,8940635,,811, ,BOLLING,AVE, ,BOLLING AVE,,811 BOLLING AVE,98981
-78.47624742,38.03446576,8940636,,601, ,PARK,ST, ,PARK ST,,601 PARK ST,99073
-78.51517072,38.02243614,8940637,,2413, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,B,2413 JEFFERSON PARK AVE #B,99134
-78.47919352,38.03059743,8940638,,113, ,4TH,ST,NE,4TH ST NE,100,113 4TH ST NE #100,99179
-78.47151432,38.02736807,8940639,,1112,E,MARKET,ST, ,E MARKET ST,31K,1112 E MARKET ST #31K,99232
-78.50239921,38.0218487,8940640,,1530, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1530 TRAILRIDGE RD,99284
-78.50002311,38.04267748,8940641,,611, ,RUGBY,RD, ,RUGBY RD,G04,611 RUGBY RD #G04,99321
-78.49132519,38.04250905,8940642,,1114, ,PRESTON,AVE, ,PRESTON AVE,,1114 PRESTON AVE,99373
-78.51594518,38.02614393,8940643,,2205, ,FONTAINE,AVE, ,FONTAINE AVE,204,2205 FONTAINE AVE #204,99462
-78.48043012,38.05065584,8940644,,345, ,250,BYP, ,250 BYP,,345 250 BYP,99551
-78.47464498,38.02501595,8940645,,226, ,DOUGLAS,AVE, ,DOUGLAS AVE,,226 DOUGLAS AVE,99643
-78.47093735,38.03618106,8940646,,737, ,LEXINGTON,AVE, ,LEXINGTON AVE,,737 LEXINGTON AVE,99743
-78.5065981,38.0189223,8940647,,696, ,HIGHLAND,AVE, ,HIGHLAND AVE,,696 HIGHLAND AVE,99834
-78.47305497,38.06836242,8940648,,2239, ,BRANDYWINE,DR, ,BRANDYWINE DR,,2239 BRANDYWINE DR,99926
-78.49951524,38.0369816,8940649,,301,,15TH,ST,NW,15TH ST NW,1017,301 15TH ST NW #1017,100015
-78.5031744,38.02588818,8940650,,101, ,NORTH BAKER,ST, ,NORTH BAKER ST,,101 NORTH BAKER ST,100105
-78.51284874,38.03833056,8940651,,1962, ,LEWIS MOUNTAIN,RD, ,LEWIS MOUNTAIN RD,3,1962 LEWIS MOUNTAIN RD #3,100251
-78.49456496,38.0182365,8940652,,1014, ,RIDGE,ST, ,RIDGE ST,8,1014 RIDGE ST #8,100353
-78.49260241,38.04125979,8940653,,1021, ,PRESTON,AVE, ,PRESTON AVE,B,1021 PRESTON AVE #B,100444
-78.48270907,38.04592227,8940654,,1450, ,RUTLEDGE,AVE, ,RUTLEDGE AVE,,1450 RUTLEDGE AVE,100534
-78.50244537,38.05134245,8940655,,1027, ,EMMET,ST,N,EMMET ST N,,1027 EMMET ST N,105738
-78.4929876,38.06152172,8940656,,1901,,EMMET,ST,N,EMMET ST N,,1901 EMMET ST N,105739
-78.48029001,38.03487693,8940657,,511,,1ST,ST,N,1ST ST N ,407,511 1ST ST N #407,105740
-78.48029001,38.03487693,8940658,,511,,1ST,ST,N,1ST ST N ,406,511 1ST ST N #406,105741
-78.49463339,38.02397972,8940659,,720, ,PROSPECT,AVE, ,PROSPECT AVE,E,720 PROSPECT AVE #E,103114
-78.49463339,38.02397972,8940660,,720, ,PROSPECT,AVE, ,PROSPECT AVE,F,720 PROSPECT AVE #F,103115
-78.49464858,38.02395906,8940661,,722, ,PROSPECT,AVE, ,PROSPECT AVE,A,722 PROSPECT AVE #A,103116
-78.49464858,38.02395906,8940662,,722, ,PROSPECT,AVE, ,PROSPECT AVE,B,722 PROSPECT AVE #B,103117
-78.49464858,38.02395906,8940663,,722, ,PROSPECT,AVE, ,PROSPECT AVE,C,722 PROSPECT AVE #C,103118
-78.49464858,38.02395906,8940664,,722, ,PROSPECT,AVE, ,PROSPECT AVE,D,722 PROSPECT AVE #D,103119
-78.49464858,38.02395906,8940665,,722, ,PROSPECT,AVE, ,PROSPECT AVE,E,722 PROSPECT AVE #E,103120
-78.49464858,38.02395906,8940666,,722, ,PROSPECT,AVE, ,PROSPECT AVE,F,722 PROSPECT AVE #F,103121
-78.49466401,38.02393901,8940667,,724, ,PROSPECT,AVE, ,PROSPECT AVE,A,724 PROSPECT AVE #A,103122
-78.49466401,38.02393901,8940668,,724, ,PROSPECT,AVE, ,PROSPECT AVE,B,724 PROSPECT AVE #B,103123
-78.49466401,38.02393901,8940669,,724, ,PROSPECT,AVE, ,PROSPECT AVE,C,724 PROSPECT AVE #C,103124
-78.49511797,38.02333587,8940670,,726, ,PROSPECT,AVE, ,PROSPECT AVE,A,726 PROSPECT AVE #A,103125
-78.49511797,38.02333587,8940671,,726, ,PROSPECT,AVE, ,PROSPECT AVE,B,726 PROSPECT AVE #B,103126
-78.49511797,38.02333587,8940672,,726, ,PROSPECT,AVE, ,PROSPECT AVE,C,726 PROSPECT AVE #C,103127
-78.49511797,38.02333587,8940673,,726, ,PROSPECT,AVE, ,PROSPECT AVE,D,726 PROSPECT AVE #D,103128
-78.49511797,38.02333587,8940674,,726, ,PROSPECT,AVE, ,PROSPECT AVE,E,726 PROSPECT AVE #E,103129
-78.49511797,38.02333587,8940675,,726, ,PROSPECT,AVE, ,PROSPECT AVE,F,726 PROSPECT AVE #F,103130
-78.4951334,38.02331582,8940676,,728, ,PROSPECT,AVE, ,PROSPECT AVE,A,728 PROSPECT AVE #A,103131
-78.4951334,38.02331582,8940677,,728, ,PROSPECT,AVE, ,PROSPECT AVE,B,728 PROSPECT AVE #B,103132
-78.4951334,38.02331582,8940678,,728, ,PROSPECT,AVE, ,PROSPECT AVE,C,728 PROSPECT AVE #C,103133
-78.4951334,38.02331582,8940679,,728, ,PROSPECT,AVE, ,PROSPECT AVE,D,728 PROSPECT AVE #D,103134
-78.4951334,38.02331582,8940680,,728, ,PROSPECT,AVE, ,PROSPECT AVE,E,728 PROSPECT AVE #E,103135
-78.4951334,38.02331582,8940681,,728, ,PROSPECT,AVE, ,PROSPECT AVE,F,728 PROSPECT AVE #F,103136
-78.49514894,38.02329573,8940682,,730, ,PROSPECT,AVE, ,PROSPECT AVE,A,730 PROSPECT AVE #A,103137
-78.49514894,38.02329573,8940683,,730, ,PROSPECT,AVE, ,PROSPECT AVE,B,730 PROSPECT AVE #B,103138
-78.49514894,38.02329573,8940684,,730, ,PROSPECT,AVE, ,PROSPECT AVE,C,730 PROSPECT AVE #C,103139
-78.48491661,38.02998211,8940685,,100, ,RIDGE,ST, ,RIDGE ST,102,100 RIDGE ST #102,103140
-78.48491661,38.02998211,8940686,,100, ,RIDGE,ST, ,RIDGE ST,403,100 RIDGE ST #403,103187
-78.48491661,38.02998211,8940687,,100, ,RIDGE,ST, ,RIDGE ST,404,100 RIDGE ST #404,103188
-78.48491661,38.02998211,8940688,,100, ,RIDGE,ST, ,RIDGE ST,405,100 RIDGE ST #405,103189
-78.48491661,38.02998211,8940689,,100, ,RIDGE,ST, ,RIDGE ST,406,100 RIDGE ST #406,103190
-78.48491661,38.02998211,8940690,,100, ,RIDGE,ST, ,RIDGE ST,407,100 RIDGE ST #407,103191
-78.48491661,38.02998211,8940691,,100, ,RIDGE,ST, ,RIDGE ST,408,100 RIDGE ST #408,103192
-78.48491661,38.02998211,8940692,,100, ,RIDGE,ST, ,RIDGE ST,409,100 RIDGE ST #409,103193
-78.48491661,38.02998211,8940693,,100, ,RIDGE,ST, ,RIDGE ST,410,100 RIDGE ST #410,103194
-78.48491661,38.02998211,8940694,,100, ,RIDGE,ST, ,RIDGE ST,412,100 RIDGE ST #412,103196
-78.48491661,38.02998211,8940695,,100, ,RIDGE,ST, ,RIDGE ST,413,100 RIDGE ST #413,103197
-78.48491661,38.02998211,8940696,,100, ,RIDGE,ST, ,RIDGE ST,414,100 RIDGE ST #414,103198
-78.48491661,38.02998211,8940697,,100, ,RIDGE,ST, ,RIDGE ST,415,100 RIDGE ST #415,103199
-78.48491661,38.02998211,8940698,,100, ,RIDGE,ST, ,RIDGE ST,416,100 RIDGE ST #416,103200
-78.48491661,38.02998211,8940699,,100, ,RIDGE,ST, ,RIDGE ST,417,100 RIDGE ST #417,103201
-78.48491661,38.02998211,8940700,,100, ,RIDGE,ST, ,RIDGE ST,418,100 RIDGE ST #418,103202
-78.48491661,38.02998211,8940701,,100, ,RIDGE,ST, ,RIDGE ST,419,100 RIDGE ST #419,103203
-78.48491661,38.02998211,8940702,,100, ,RIDGE,ST, ,RIDGE ST,420,100 RIDGE ST #420,103204
-78.48491661,38.02998211,8940703,,100, ,RIDGE,ST, ,RIDGE ST,421,100 RIDGE ST #421,103205
-78.48491661,38.02998211,8940704,,100, ,RIDGE,ST, ,RIDGE ST,422,100 RIDGE ST #422,103206
-78.48491661,38.02998211,8940705,,100, ,RIDGE,ST, ,RIDGE ST,423,100 RIDGE ST #423,103207
-78.48491661,38.02998211,8940706,,100, ,RIDGE,ST, ,RIDGE ST,301,100 RIDGE ST #301,103208
-78.51896436,38.02646148,8940707,,107, ,PIEDMONT,AVE,N,PIEDMONT AVE N,B,107 PIEDMONT AVE N #B,105742
-78.51898297,38.02665813,8940708,,109, ,PIEDMONT,AVE,N,PIEDMONT AVE N,A,109 PIEDMONT AVE N #A,105743
-78.48491661,38.02998211,8940709,,100, ,RIDGE,ST, ,RIDGE ST,302,100 RIDGE ST #302,103209
-78.48491661,38.02998211,8940710,,100, ,RIDGE,ST, ,RIDGE ST,303,100 RIDGE ST #303,103210
-78.5058814,38.04149871,8940711,,140, ,EMMET,ST,N,EMMET ST N ,,140 EMMET ST N,105744
-78.48491661,38.02998211,8940712,,100, ,RIDGE,ST, ,RIDGE ST,304,100 RIDGE ST #304,103211
-78.50216351,38.05160228,8940713,,1107, ,EMMET,ST,N,EMMET ST N,F,1107 EMMET ST N #F,105745
-78.50429323,38.04904497,8940714,,945, ,EMMET,ST,N,EMMET ST N,,945 EMMET ST N,105746
-78.49672333,38.05637626,8940715,,1417, ,EMMET,ST,N,EMMET ST N,E,1417 EMMET ST N #E,105747
-78.48491661,38.02998211,8940716,,100, ,RIDGE,ST, ,RIDGE ST,305,100 RIDGE ST #305,103212
-78.48491661,38.02998211,8940717,,100, ,RIDGE,ST, ,RIDGE ST,306,100 RIDGE ST #306,103213
-78.48491661,38.02998211,8940718,,100, ,RIDGE,ST, ,RIDGE ST,307,100 RIDGE ST #307,103214
-78.48491661,38.02998211,8940719,,100, ,RIDGE,ST, ,RIDGE ST,308,100 RIDGE ST #308,103215
-78.48491661,38.02998211,8940720,,100, ,RIDGE,ST, ,RIDGE ST,309,100 RIDGE ST #309,103216
-78.48491661,38.02998211,8940721,,100, ,RIDGE,ST, ,RIDGE ST,310,100 RIDGE ST #310,103217
-78.48491661,38.02998211,8940722,,100, ,RIDGE,ST, ,RIDGE ST,311,100 RIDGE ST #311,103218
-78.48491661,38.02998211,8940723,,100, ,RIDGE,ST, ,RIDGE ST,312,100 RIDGE ST #312,103219
-78.48491661,38.02998211,8940724,,100, ,RIDGE,ST, ,RIDGE ST,313,100 RIDGE ST #313,103220
-78.48491661,38.02998211,8940725,,100, ,RIDGE,ST, ,RIDGE ST,314,100 RIDGE ST #314,103221
-78.48491661,38.02998211,8940726,,100, ,RIDGE,ST, ,RIDGE ST,315,100 RIDGE ST #315,103222
-78.48491661,38.02998211,8940727,,100, ,RIDGE,ST, ,RIDGE ST,316,100 RIDGE ST #316,103223
-78.48491661,38.02998211,8940728,,100, ,RIDGE,ST, ,RIDGE ST,317,100 RIDGE ST #317,103224
-78.48491661,38.02998211,8940729,,100, ,RIDGE,ST, ,RIDGE ST,318,100 RIDGE ST #318,103225
-78.48491661,38.02998211,8940730,,100, ,RIDGE,ST, ,RIDGE ST,319,100 RIDGE ST #319,103226
-78.48491661,38.02998211,8940731,,100, ,RIDGE,ST, ,RIDGE ST,320,100 RIDGE ST #320,103227
-78.48491661,38.02998211,8940732,,100, ,RIDGE,ST, ,RIDGE ST,321,100 RIDGE ST #321,103228
-78.48491661,38.02998211,8940733,,100, ,RIDGE,ST, ,RIDGE ST,322,100 RIDGE ST #322,103229
-78.48491661,38.02998211,8940734,,100, ,RIDGE,ST, ,RIDGE ST,323,100 RIDGE ST #323,103230
-78.48491661,38.02998211,8940735,,100, ,RIDGE,ST, ,RIDGE ST,B14,100 RIDGE ST #B14,103231
-78.48491661,38.02998211,8940736,,100, ,RIDGE,ST, ,RIDGE ST,B16,100 RIDGE ST #B16,103232
-78.48326353,38.02693128,8940737,,500, ,1ST,ST,S,1ST ST S,711,500 1ST ST S #711,103008
-78.48326353,38.02693128,8940738,,500, ,1ST,ST,S,1ST ST S,713,500 1ST ST S #713,103009
-78.48326353,38.02693128,8940739,,500, ,1ST,ST,S,1ST ST S,714,500 1ST ST S #714,103010
-78.48326353,38.02693128,8940740,,500, ,1ST,ST,S,1ST ST S,801,500 1ST ST S #801,103011
-78.48326353,38.02693128,8940741,,500, ,1ST,ST,S,1ST ST S,802,500 1ST ST S #802,103012
-78.48326353,38.02693128,8940742,,500, ,1ST,ST,S,1ST ST S,803,500 1ST ST S #803,103013
-78.48326353,38.02693128,8940743,,500, ,1ST,ST,S,1ST ST S,806,500 1ST ST S #806,103014
-78.48326353,38.02693128,8940744,,500, ,1ST,ST,S,1ST ST S,807,500 1ST ST S #807,103015
-78.47991206,38.02804275,8940745,,322, ,4TH,ST,SE,4TH ST SE,4,322 4TH ST SE #4,103286
-78.47991206,38.02804275,8940746,,322, ,4TH,ST,SE,4TH ST SE,5,322 4TH ST SE #5,103287
-78.47991206,38.02804275,8940747,,322, ,4TH,ST,SE,4TH ST SE,6,322 4TH ST SE #6,103288
-78.47991206,38.02804275,8940748,,322, ,4TH,ST,SE,4TH ST SE,7,322 4TH ST SE #7,103289
-78.47991206,38.02804275,8940749,,322, ,4TH,ST,SE,4TH ST SE,8,322 4TH ST SE #8,103290
-78.47321885,38.02861876,8940750,,1000,E,MARKET,ST, ,E MARKET ST,6-Feb,1000 E MARKET ST #2-6,103291
-78.47321885,38.02861876,8940751,,1000,E,MARKET,ST, ,E MARKET ST,1-Mar,1000 E MARKET ST #3-1,103292
-78.47321885,38.02861876,8940752,,1000,E,MARKET,ST, ,E MARKET ST,2-Mar,1000 E MARKET ST #3-2,103293
-78.47321885,38.02861876,8940753,,1000,E,MARKET,ST, ,E MARKET ST,3-Mar,1000 E MARKET ST #3-3,103294
-78.47321885,38.02861876,8940754,,1000,E,MARKET,ST, ,E MARKET ST,5-Mar,1000 E MARKET ST #3-5,103295
-78.47321885,38.02861876,8940755,,1000,E,MARKET,ST, ,E MARKET ST,6-Mar,1000 E MARKET ST #3-6,103296
-78.47321885,38.02861876,8940756,,1000,E,MARKET,ST, ,E MARKET ST,B,1000 E MARKET ST #B,103297
-78.47321885,38.02861876,8940757,,1000,E,MARKET,ST, ,E MARKET ST,1-Jan,1000 E MARKET ST #1-1,103298
-78.47321885,38.02861876,8940758,,1000,E,MARKET,ST, ,E MARKET ST,2-Jan,1000 E MARKET ST #1-2,103299
-78.47321885,38.02861876,8940759,,1000,E,MARKET,ST, ,E MARKET ST,3-Jan,1000 E MARKET ST #1-3,103300
-78.49934721,38.05414447,8940760,,1207, ,EMMET,ST,N,EMMET ST N,,1207 EMMET ST N,105748
-78.47321885,38.02861876,8940761,,1000,E,MARKET,ST, ,E MARKET ST,4-Jan,1000 E MARKET ST #1-4,103301
-78.49264985,38.0389866,8940762,,1021, ,GRADY,AVE, ,GRADY AVE,,1021 GRADY AVE,105896
-78.46214096,38.04115128,8940763,,1016, ,LOCUST,AVE, ,LOCUST AVE,,1016 LOCUST AVE,105960
-78.49481027,38.02512714,8940764,,630, ,PROSPECT,AVE, ,PROSPECT AVE,A,630 PROSPECT AVE #A,105961
-78.49481027,38.02512714,8940765,,630, ,PROSPECT,AVE, ,PROSPECT AVE,B,630 PROSPECT AVE #B,105962
-78.4900299,38.0481185,8940766,,1632, ,OXFORD,RD, ,OXFORD RD,,1632 OXFORD RD,102371
-78.49010065,38.04814017,8940767,,1634, ,OXFORD,RD, ,OXFORD RD,,1634 OXFORD RD,102372
-78.51536883,38.02277178,8940768,,2409, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,,2409 JEFFERSON PARK AVE,102373
-78.49565217,38.0289281,8940769,,911, ,CHERRY,AVE, ,CHERRY AVE,,911 CHERRY AVE,102374
-78.4996512,38.05416299,8940770,,2118, ,BARRACKS,RD, ,EMMET ST N,,2118 BARRACKS RD,102375
-78.46749342,38.03859365,8940771,,864, ,ST CHARLES,AVE, ,ST CHARLES AVE,,864 ST CHARLES AVE,102376
-78.50392854,38.01643493,8940772,,119, ,LODGE CREEK,CIR, ,LODGE CREEK CIR,,119 LODGE CREEK CIR,102377
-78.48127111,38.02414438,8940773,,600, ,BOLLING,AVE, ,BOLLING AVE,,600 BOLLING AVE,102378
-78.47653221,38.02403262,8940774,,810, ,BELMONT,AVE, ,BELMONT AVE,,810 BELMONT AVE,102379
-78.48078569,38.02392282,8940775,,612, ,BOLLING,AVE, ,BOLLING AVE,,612 BOLLING AVE,102380
-78.47608904,38.0237859,8940776,,824, ,BELMONT,AVE, ,BELMONT AVE,,824 BELMONT AVE,102381
-78.49966633,38.05417967,8940777,,2120, ,BARRACKS,RD, ,EMMET ST N,,2120 BARRACKS RD,102383
